Date,portfolio
2016-03-11,0.0
2016-03-14,0.0
2016-03-15,0.0
2016-03-16,0.0
2016-03-17,0.0
2016-03-18,0.0
2016-03-21,0.0
2016-03-22,0.0
2016-03-23,0.0
2016-03-24,0.0
2016-03-28,0.0
2016-03-29,0.0
2016-03-30,0.0
2016-03-31,0.0
2016-04-01,0.0
2016-04-04,0.0
2016-04-05,0.0
2016-04-06,0.0
2016-04-07,0.0
2016-04-08,0.0
2016-04-11,0.0
2016-04-12,0.0
2016-04-13,0.0
2016-04-14,0.0
2016-04-15,0.0
2016-04-18,0.0
2016-04-19,0.0
2016-04-20,0.0
2016-04-21,0.0
2016-04-22,0.0
2016-04-25,0.0
2016-04-26,0.0
2016-04-27,0.0
2016-04-28,0.0
2016-04-29,0.0
2016-05-02,0.0
2016-05-03,0.0
2016-05-04,0.0
2016-05-05,0.0
2016-05-06,0.0
2016-05-09,0.0
2016-05-10,0.0
2016-05-11,0.0
2016-05-12,0.0
2016-05-13,0.0
2016-05-16,0.0
2016-05-17,0.0
2016-05-18,0.0
2016-05-19,0.0
2016-05-20,0.0
2016-05-23,0.0
2016-05-24,0.0
2016-05-25,0.0
2016-05-26,0.0
2016-05-27,0.0
2016-05-31,0.0
2016-06-01,0.0
2016-06-02,0.0
2016-06-03,0.0
2016-06-06,0.0
2016-06-07,0.0
2016-06-08,0.0
2016-06-09,0.010493633129787572
2016-06-10,0.0
2016-06-13,-0.004180461507715116
2016-06-14,0.000367147430691217
2016-06-15,0.0
2016-06-16,0.0
2016-06-17,0.0
2016-06-20,0.0
2016-06-21,0.0027103244676949245
2016-06-22,0.001816741295958657
2016-06-23,0.008055296972909742
2016-06-24,0.0
2016-06-27,0.0
2016-06-28,0.0
2016-06-29,0.0
2016-06-30,0.0
2016-07-01,0.0
2016-07-05,0.00019066029393366435
2016-07-06,0.0028894107846277883
2016-07-07,0.0
2016-07-08,0.004716631337657429
2016-07-11,0.009948017222414895
2016-07-12,0.0034081084837622733
2016-07-13,-0.003274588986815208
2016-07-14,0.007105826498044809
2016-07-15,-0.0011665324602986304
2016-07-18,0.008052493639717051
2016-07-19,-0.0027688936468711622
2016-07-20,0.010154537238017403
2016-07-21,-0.006929598334944331
2016-07-22,0.004477647210267222
2016-07-25,0.0005285575913338558
2016-07-26,0.0013577776352593496
2016-07-27,0.0010985153882567822
2016-07-28,0.0007425873375248582
2016-07-29,0.005115808151428647
2016-08-01,0.0010649569310354767
2016-08-02,-0.004122490785782196
2016-08-03,0.0015852654450259074
2016-08-04,0.005232365312736631
2016-08-05,0.010020224031066727
2016-08-08,0.0011527825695214489
2016-08-09,0.0016261745313670417
2016-08-10,-0.0012065786344230833
2016-08-11,0.0033672653286995757
2016-08-12,0.0
2016-08-15,-0.0007783178950182545
2016-08-16,-0.005807723602538228
2016-08-17,0.0014270305135450911
2016-08-18,-0.0003105991851946044
2016-08-19,0.0
2016-08-22,0.0005071234605351638
2016-08-23,0.0015934549349798655
2016-08-24,-0.000972923001558601
2016-08-25,0.0017063055852586384
2016-08-26,0.0
2016-08-29,0.0011734994072714056
2016-08-30,-0.002095885883434123
2016-08-31,-0.003101595708298377
2016-09-01,0.0035262630937478168
2016-09-02,-0.0012441319777376503
2016-09-06,0.0012262084599881096
2016-09-07,-0.002104002358571
2016-09-08,0.001039781322026645
2016-09-09,0.0
2016-09-12,0.0
2016-09-13,0.0
2016-09-14,0.0
2016-09-15,0.0
2016-09-16,0.0
2016-09-19,-0.0026116215721257996
2016-09-20,0.002183709861029559
2016-09-21,0.0051292663294451035
2016-09-22,0.00740105507507649
2016-09-23,-0.0033454947540064728
2016-09-26,-0.0072180913505126565
2016-09-27,0.010007656381960217
2016-09-28,0.0027593064536928225
2016-09-29,-0.0055274502243609636
2016-09-30,0.00045083608682050524
2016-10-03,-0.004580047716300162
2016-10-04,-0.0016567991122327097
2016-10-05,0.009508371159850704
2016-10-06,0.0012541379968362687
2016-10-07,0.0
2016-10-10,0.0025023493922284867
2016-10-11,-0.007662961821235159
2016-10-12,0.001183595892641165
2016-10-13,-0.0050120948292499135
2016-10-14,0.0
2016-10-17,-0.0018038043031088913
2016-10-18,0.005183074972084256
2016-10-19,-0.0010899926649540204
2016-10-20,0.0021587491414511994
2016-10-21,0.01642454042096242
2016-10-24,0.033989425684931796
2016-10-25,0.00754324871908274
2016-10-26,-0.0012435002424409092
2016-10-27,-0.013471066375373764
2016-10-28,0.0
2016-10-31,0.0001735355632055402
2016-11-01,-0.0022686395656262848
2016-11-02,-0.0016188471880916877
2016-11-03,-0.004413579969170911
2016-11-04,0.0
2016-11-07,0.02690194337455898
2016-11-08,0.010176115239616479
2016-11-09,-0.006289974696397027
2016-11-10,0.0
2016-11-11,0.0
2016-11-14,-0.012251876198112854
2016-11-15,0.013156304023648202
2016-11-16,0.0017531556826551054
2016-11-17,0.005238894280402029
2016-11-18,0.0
2016-11-21,0.0008618504847135444
2016-11-22,0.002925684045730126
2016-11-23,-0.0005687444735112956
2016-11-25,-5.484981264813893e-05
2016-11-28,0.00042898533970259223
2016-11-29,0.0024070195426724172
2016-11-30,-0.002838191619294994
2016-12-01,-0.003465278388835813
2016-12-02,0.0
2016-12-05,0.0
2016-12-06,0.005835482808073111
2016-12-07,0.019637416381527606
2016-12-08,-0.008625741224171923
2016-12-09,0.001228032304879445
2016-12-12,6.264484217588517e-06
2016-12-13,0.007413133092516899
2016-12-14,-0.000986737457202902
2016-12-15,0.0016212088122526946
2016-12-16,-0.008019150302887357
2016-12-19,0.004095060535600492
2016-12-20,0.001758133588489974
2016-12-21,-0.0007158847729421547
2016-12-22,0.00014641535006743034
2016-12-23,-0.0009906163157743508
2016-12-27,-0.0005394410036335673
2016-12-28,-0.0018296862002402658
2016-12-29,-0.001029107744976887
2016-12-30,0.0
2017-01-03,0.0010895459892463766
2017-01-04,0.0005933759243959003
2017-01-05,0.002208547803381089
2017-01-06,0.00439419924108031
2017-01-09,0.0029478970431899842
2017-01-10,-0.0012540356369310501
2017-01-11,0.0014983416234339852
2017-01-12,-0.0015002423255375819
2017-01-13,0.0042287168638408534
2017-01-17,-0.003974346084803848
2017-01-18,0.004882442761150685
2017-01-19,0.0029453375228374323
2017-01-20,0.003462231722604736
2017-01-23,0.007163069611233697
2017-01-24,0.009690967687874252
2017-01-25,0.009742885973239579
2017-01-26,0.0016720037111273012
2017-01-27,0.002017294650770607
2017-01-30,-0.00018162432445301135
2017-01-31,-0.003631176851470519
2017-02-01,0.002774893575264281
2017-02-02,-0.000144327268217892
2017-02-03,0.004303782593620742
2017-02-06,0.003563965661608437
2017-02-07,-0.00011402758854794914
2017-02-08,0.0021352215113397133
2017-02-09,0.00560638065355179
2017-02-10,-0.00028120775609785653
2017-02-13,0.014600792283835595
2017-02-14,0.004839894714583792
2017-02-15,0.0014802020072863797
2017-02-16,-0.001884888083613756
2017-02-17,0.005725547087660265
2017-02-21,0.004862558262858974
2017-02-22,0.0044986563580784455
2017-02-23,-0.0029001962260721825
2017-02-24,0.00020769499347839115
2017-02-27,0.002056359910598493
2017-02-28,-0.00178595499941403
2017-03-01,0.012921342898110755
2017-03-02,-0.004997045818171064
2017-03-03,0.00015160631332022945
2017-03-06,-3.696021716692588e-05
2017-03-07,0.0006264980102441697
2017-03-08,0.0024645284179731775
2017-03-09,-9.643125648439721e-06
2017-03-10,0.0006200616748963661
2017-03-13,0.0022456138660345015
2017-03-14,-0.0016897920939900057
2017-03-15,0.0025867817401687976
2017-03-16,0.0009514044945209132
2017-03-17,0.0010547946949059916
2017-03-20,0.002654668901020729
2017-03-21,-0.00913927315329155
2017-03-22,0.006513721176703013
2017-03-23,-0.0019880386746633505
2017-03-24,0.0
2017-03-27,0.0004330942359926926
2017-03-28,0.008379799939000288
2017-03-29,0.002522087738225709
2017-03-30,-0.0008629342436298204
2017-03-31,0.0
2017-04-03,0.002597465118914455
2017-04-04,-0.0041886365967994665
2017-04-05,-0.004234248518726669
2017-04-06,-0.0010143706906368122
2017-04-07,0.0
2017-04-10,0.0009218398668113803
2017-04-11,-0.003389751770443983
2017-04-12,-0.0036131912741382832
2017-04-13,-0.004292802914021454
2017-04-17,0.008160354869116038
2017-04-18,-0.0013746096567291977
2017-04-19,-0.005352376357056654
2017-04-20,0.007072579675993396
2017-04-21,0.0
2017-04-24,0.007944912666529413
2017-04-25,0.009071328875416729
2017-04-26,-0.004507747457572209
2017-04-27,0.00028193887234895243
2017-04-28,0.0
2017-05-01,0.010967346428841562
2017-05-02,-0.0024393580568412565
2017-05-03,-0.002841946638207582
2017-05-04,-0.006565272943691469
2017-05-05,0.0
2017-05-08,0.01233651093807886
2017-05-09,0.0024564625210226065
2017-05-10,-0.0012770123632620534
2017-05-11,-0.00040325891507175804
2017-05-12,0.0
2017-05-15,0.001133460215531068
2017-05-16,0.0004499206306394221
2017-05-17,-0.016787440469956172
2017-05-18,0.014077679525912323
2017-05-19,0.003610964769504621
2017-05-22,0.008271135873685331
2017-05-23,0.00221322260752177
2017-05-24,0.006429673614730014
2017-05-25,0.009147595149031407
2017-05-26,0.004404081103929647
2017-05-30,0.003790974177366291
2017-05-31,-0.00753872550268242
2017-06-01,0.0011471246364032073
2017-06-02,0.0032351232855534207
2017-06-05,0.004837982230516014
2017-06-06,-0.0028756929802137288
2017-06-07,0.008438302919395069
2017-06-08,0.008239921983258736
2017-06-09,-0.0006300419927273149
2017-06-12,-0.003755023146362668
2017-06-13,0.008815110613234145
2017-06-14,-0.0009715988465179848
2017-06-15,-0.002032334830281979
2017-06-16,-0.0002245214653976424
2017-06-19,0.0026779834538648295
2017-06-20,-0.002544075938343382
2017-06-21,0.0021054553175416935
2017-06-22,0.0013650804809839379
2017-06-23,0.0013006964775159613
2017-06-26,-0.0038013114012100946
2017-06-27,-0.01443941849920194
2017-06-28,0.010799071108001268
2017-06-29,-0.011937749599960967
2017-06-30,0.002366228928769143
2017-07-03,-0.0036100672047862936
2017-07-05,0.004111131016907965
2017-07-06,0.0
2017-07-07,0.0
2017-07-10,0.01080613389697116
2017-07-11,0.0008083336199951052
2017-07-12,0.017908409946617576
2017-07-13,-0.0001146269940887068
2017-07-14,0.009076735911138112
2017-07-17,-0.00044098709622408805
2017-07-18,0.011386090638261015
2017-07-19,0.0057064254246108614
2017-07-20,2.4430481983639396e-05
2017-07-21,0.0005447818777770674
2017-07-24,0.00013748830716631133
2017-07-25,-0.005013478356446499
2017-07-26,0.0026102288111899963
2017-07-27,-0.006834001886673491
2017-07-28,6.34787110118662e-05
2017-07-31,-0.0021311510542711964
2017-08-01,0.0035577225423002456
2017-08-02,0.01017994582852455
2017-08-03,0.003781570714526117
2017-08-04,0.005111152875926006
2017-08-07,0.002198937339419782
2017-08-08,-0.005170413916650518
2017-08-09,0.008710067018488754
2017-08-10,-0.015759958513967054
2017-08-11,0.006156812304681791
2017-08-14,0.006554708292333622
2017-08-15,0.004747827855078324
2017-08-16,-0.001733833562370224
2017-08-17,-0.00780547601380821
2017-08-18,-0.0009251305829082179
2017-08-21,-0.0007458758295370016
2017-08-22,0.006509052878703736
2017-08-23,0.0004989609993810706
2017-08-24,-0.0017591309645603737
2017-08-25,0.0
2017-08-28,-3.767388815034689e-05
2017-08-29,0.003003093757489639
2017-08-30,0.00991013149308273
2017-08-31,0.010176209228379696
2017-09-01,-0.0010966432115557811
2017-09-05,-0.007950563688736478
2017-09-06,0.0015313723066170404
2017-09-07,0.004033434467974439
2017-09-08,-0.004519120740508975
2017-09-11,0.010690933739050612
2017-09-12,0.00255190133263139
2017-09-13,0.0036808435408508533
2017-09-14,-0.006273121854823538
2017-09-15,0.009517998391135318
2017-09-18,0.0046306605264354594
2017-09-19,0.0057237189331527105
2017-09-20,0.00147263298193967
2017-09-21,-0.0049103928137229635
2017-09-22,-0.0070976360873853395
2017-09-25,0.0036291854167727067
2017-09-26,-0.0036160620570890867
2017-09-27,0.0077532368710941935
2017-09-28,-0.0003273724951986523
2017-09-29,0.000600407217512755
2017-10-02,0.011400808719117528
2017-10-03,0.0014022679558851614
2017-10-04,0.0008617636865799749
2017-10-05,0.006941792355497078
2017-10-06,0.0
2017-10-09,0.002901205202737067
2017-10-10,-0.00045273016094338203
2017-10-11,0.00568328547112662
2017-10-12,-0.004621984187570538
2017-10-13,0.0
2017-10-16,0.0008517406203900624
2017-10-17,4.080042294085651e-05
2017-10-18,-0.00010284858398379448
2017-10-19,-0.0028134663416222727
2017-10-20,0.0
2017-10-23,1.876069249928669e-05
2017-10-24,0.000796100276876377
